protein_id,fc_1_v_3
Clo1313_1434,0.124412812499997
Clo1313_1435,0.289960000000001
Clo1313_1437,0.745100000000001
Clo1313_1438,-0.090271249999999
Clo1313_1439,-3.59503375
Clo1313_1444,0.094975000000002
Clo1313_1445,-0.819694375000001
Clo1313_1446,-0.402669999999999
Clo1313_1448,0.70905625
Clo1313_1449,0.299767499999998
Clo1313_1452,-0.089622499999997
Clo1313_1453,1.04704
Clo1313_1454,0.557435000000002
Clo1313_1457,-0.347826249999997
Clo1313_1460,0.602877499999998
Clo1313_1467,-0.173665937499997
Clo1313_1471,4.469015
Clo1313_1472,-1.0745025
Clo1313_1475,-1.05077
Clo1313_1477,-1.06581875
Clo1313_1481,0.426236249999999
Clo1313_1482,-0.949463750000001
Clo1313_1483,-0.412205
Clo1313_1491,-0.415455000000002
Clo1313_1492,0.315290000000001
Clo1313_1493,-1.07606625
Clo1313_1495,-0.651019999999999
Clo1313_1496,-6.8345375
Clo1313_1497,0.447062500000001
Clo1313_1499,0.697984999999999
Clo1313_1500,-0.271582499999997
Clo1313_1501,0.022761250000002
Clo1313_1502,0.360173828125003
Clo1313_1503,-0.069456640624999
Clo1313_1510,0.0647275
Clo1313_1511,-5.126725
Clo1313_1512,0.941303750000001
Clo1313_1513,8.50009375
Clo1313_1518,3.4498805
Clo1313_1523,1.074984765625
Clo1313_1524,1.40565625
Clo1313_1526,0.630203906249999
Clo1313_1529,0.945605
Clo1313_1530,0.806869687499997
Clo1313_1537,0.272338750000003
Clo1313_1540,-0.036517500000002
Clo1313_1542,-0.323291250000001
Clo1313_1545,0.258875
Clo1313_1546,-0.289875000000002
Clo1313_1549,1.9394325
Clo1313_1551,0.701388750000003
Clo1313_1558,-0.389185000000005
Clo1313_1559,-0.902866249999999
Clo1313_1569,-10.3981525
Clo1313_1571,-8.453875
Clo1313_1578,0.33664375
Clo1313_1581,-0.291343749999996
Clo1313_1589,-0.680598749999998
Clo1313_1590,-0.370148750000002
Clo1313_1599,-1.5994109375
Clo1313_1600,-5.882655
Clo1313_1601,-1.2419525
Clo1313_1602,-1.64498875
Clo1313_1603,-1.1459425
Clo1313_1604,0.692432499999999
Clo1313_1606,-0.0275
Clo1313_1607,-0.28013
Clo1313_1610,-3.83381
Clo1313_1612,-0.736915000000002
Clo1313_1613,1.58692125
Clo1313_1614,0.22144625
Clo1313_1615,0.109771249999998
Clo1313_1616,0.121834999999997
Clo1313_1617,0.046480000000001
Clo1313_1618,-1.24742
Clo1313_1619,0.825815000000002
Clo1313_1620,0.804285
Clo1313_1621,0.072221250000002
Clo1313_1622,0.926911875000002
Clo1313_1627,3.601895
Clo1313_1637,-4.7664505
Clo1313_1653,1.6919425
Clo1313_1656,0.398787500000001
Clo1313_1657,-0.758467792968752
Clo1313_1658,-0.088004999999999
Clo1313_1659,0.203610000000001
Clo1313_1663,-0.497461562499996
Clo1313_1664,0.8262725
Clo1313_1665,-0.6308875
Clo1313_1666,0.516908749999999
Clo1313_1667,0.12309625
Clo1313_1669,0.857657
Clo1313_1670,0.714242500000001
Clo1313_1673,-0.107509999999998
Clo1313_1677,-0.764242500000002
Clo1313_1682,-0.126523749999997
Clo1313_1683,0.474817187499998
Clo1313_1685,0.0235275
Clo1313_1686,-0.206874375000002
Clo1313_1687,-1.1629775
Clo1313_1689,-3.27911875
Clo1313_1690,0
Clo1313_1694,-1.24479
Clo1313_1696,0.371006874999999
Clo1313_1697,1.7124745
Clo1313_1698,0.145149999999999
Clo1313_1701,-0.501016249999999
Clo1313_1712,1.0500175
Clo1313_1716,0.697294999999997
Clo1313_1717,1.09382953125
Clo1313_1720,3.660375
Clo1313_1724,0.372087499999999
Clo1313_1729,-3.0189125
Clo1313_1730,-0.61754125
Clo1313_1734,-1.607590125
Clo1313_1741,-0.98268625
Clo1313_1746,-3.35239
Clo1313_1759,0.253055
Clo1313_1760,-0.429604999999999
Clo1313_1769,1.1327925
Clo1313_1770,1.40216
Clo1313_1775,-0.054505312500005
Clo1313_1776,-0.807053750000001
Clo1313_1780,-0.114944999999999
Clo1313_1781,-0.037357500000002
Clo1313_1785,-1.42613
Clo1313_1788,-1.037835
Clo1313_1790,0.564910000000001
Clo1313_1791,-0.377954374999998
Clo1313_1792,-0.240650312500001
Clo1313_1793,0.481942500000002
Clo1313_1794,-3.3425178125
Clo1313_1795,-2.354620234375
Clo1313_1796,1.49725875
Clo1313_1797,0.386095000000005
Clo1313_1798,0.114469667968756
Clo1313_1799,-0.0449825
Clo1313_1803,-0.390829804687502
Clo1313_1804,-0.043876250000004
Clo1313_1808,-0.809904999999997
Clo1313_1809,-0.860470312499999
Clo1313_1810,-0.698870000000001
Clo1313_1811,-0.162842500000004
Clo1313_1813,-3.0588625
Clo1313_1816,3.21889875
Clo1313_1819,-1.47744625
Clo1313_1820,-0.704731249999998
Clo1313_1821,-3.613915
Clo1313_1823,-0.060976250000001
Clo1313_1824,0.76332
Clo1313_1825,-3.16325
Clo1313_1827,-4.34976375
Clo1313_1828,-2.94448
Clo1313_1833,-2.10840375
Clo1313_1846,-0.606458593750002
Clo1313_1847,0.277829921874996
Clo1313_1848,0.175064250000002
Clo1313_1849,0.342395625000002
Clo1313_1852,-0.4368275
Clo1313_1853,2.1732525
Clo1313_1856,0.332587500000002
Clo1313_1858,-2.13567875
Clo1313_1859,-1.187201875
Clo1313_1861,-1.9388325
Clo1313_1862,-0.520613750000003
Clo1313_1867,-0.46289625
Clo1313_1870,-2.999085
Clo1313_1873,-1.5106625
Clo1313_1874,0
Clo1313_1875,1.17135375
Clo1313_1876,0.586737656249998
Clo1313_1878,1.36042625
Clo1313_1879,0.067284374999996
Clo1313_1881,0.086018750000001
Clo1313_1882,-0.199540991210949
Clo1313_1883,0.198152500000003
Clo1313_1885,0.697907812499999
Clo1313_1887,-0.735765000000001
Clo1313_1888,-0.852767500000002
Clo1313_1891,0.240808749999999
Clo1313_1896,0.07202375
Clo1313_1897,-2.66579
Clo1313_1901,-0.898630000000001
Clo1313_1902,-0.134045
Clo1313_1906,-1.12544375
Clo1313_1907,0.576189999999999
Clo1313_1913,-9.954995
Clo1313_1914,-0.621785624999998
Clo1313_1916,-0.537355000000002
Clo1313_1918,0.200009999999999
Clo1313_1921,-2.47212875
Clo1313_1922,-4.74494
Clo1313_1929,-0.068733000000002
Clo1313_1931,0.487428749999999
Clo1313_1938,-0.410958749999999
Clo1313_1944,0.892202812500003
Clo1313_1945,0.362483750000003
Clo1313_1946,1.333145
Clo1313_1947,-4.24416325
Clo1313_1953,-0.190666
Clo1313_1954,-0.44323013671875
Clo1313_1960,-0.713444375000002
Clo1313_1963,-2.152645
Clo1313_1967,0.648978750000001
Clo1313_1969,-0.363885
Clo1313_1972,0
Clo1313_1976,-0.537184374999999
Clo1313_1979,0.414206249999999
Clo1313_1980,-0.6817575
Clo1313_1985,-3.77525
Clo1313_1986,-0.035577500000001
Clo1313_1992,-0.403918124999997
Clo1313_1993,2.34730875
Clo1313_1994,-3.67132375
Clo1313_2004,-6.38759
Clo1313_2005,-0.976672499999999
Clo1313_2006,0.015041250000001
Clo1313_2015,0.4635775
Clo1313_2017,-0.52756875
Clo1313_2018,-0.449792500000001
Clo1313_2020,1.2455075
Clo1313_2027,-2.7792275
Clo1313_2030,-0.5380675
Clo1313_2031,-1.03027375
Clo1313_2038,1.589445
Clo1313_2045,-0.080449999999999
Clo1313_2047,0.484668750000001
Clo1313_2048,-1.04399625
Clo1313_2049,-0.315081874999997
Clo1313_2051,0.903275000000001
Clo1313_2054,-0.810241874999999
Clo1313_2055,-0.794640625
Clo1313_2058,2.73052875
Clo1313_2059,-0.1147125
Clo1313_2067,-2.38088
Clo1313_2069,7.5814075
Clo1313_2071,1.095395
Clo1313_2072,1.141
Clo1313_2074,0.036747499999997
Clo1313_2076,3.059835
Clo1313_2077,0.168154999999999
Clo1313_2078,3.6139225
Clo1313_2080,1.14541
Clo1313_2084,1.56083
Clo1313_2086,-4.157970375
Clo1313_2088,1.4976925
Clo1313_2090,0.550879375000001
Clo1313_2092,1.3208265625
Clo1313_2093,0.871827499999995
Clo1313_2094,0.959906562500002
Clo1313_2095,1.4124939355469
Clo1313_2097,-1.70730125
Clo1313_2103,-5.456105
Clo1313_2112,7.4165125
Clo1313_2116,3.370495
Clo1313_2117,0
Clo1313_2120,0.605242500000003
Clo1313_2121,0.310472499999996
Clo1313_2124,-0.429655
Clo1313_2125,-0.860866250000001
Clo1313_2127,-0.467662499999999
Clo1313_2128,0
Clo1313_2130,-0.231408749999996
Clo1313_2131,-0.801657500000001
Clo1313_2136,-3.9581925
Clo1313_2138,0.175879804687501
Clo1313_2140,0.74604875
Clo1313_2143,0.302871874999997
Clo1313_2149,0.438960625
Clo1313_2150,0.13761375
Clo1313_2159,-4.731765
Clo1313_2161,0.54809
Clo1313_2162,0.762360000000001
Clo1313_2163,0.225205000000003
Clo1313_2165,2.991305
Clo1313_2169,-0.622709374999999
Clo1313_2176,-4.82421
Clo1313_2178,0.061735000000001
Clo1313_2179,-1.01727015625
Clo1313_2180,-1.0930475
Clo1313_2189,-0.677748250000001
Clo1313_2190,-0.596506250000001
Clo1313_2195,-3.8001075
Clo1313_2208,-1.846985
Clo1313_2213,0.602107499999999
Clo1313_2215,0.244755000000001
Clo1313_2220,-0.210174999999998
Clo1313_2228,1.113408125
Clo1313_2231,-0.157285
Clo1313_2235,0.238199062500001
Clo1313_2239,0.521043750000001
Clo1313_2245,-2.331325
Clo1313_2247,-0.496257343750003
Clo1313_2254,-7.29103625
Clo1313_2255,-8.11812
Clo1313_2257,0.887414375000002
Clo1313_2261,-0.219930000000002
Clo1313_2262,-0.062395000000001
Clo1313_2264,-0.166413124999998
Clo1313_2265,-0.316265468749997
Clo1313_2271,-3.9381875
Clo1313_2274,2.056355
Clo1313_2276,0.049117500000001
Clo1313_2310,-0.61794875
Clo1313_2319,-0.619142499999999
Clo1313_2321,-0.924557499999999
Clo1313_2322,-1.1660525
Clo1313_2323,-1.45403625
Clo1313_2325,-1.73872125
Clo1313_2326,-3.2425175
Clo1313_2331,-5.977635
Clo1313_2332,-2.3325875
Clo1313_2335,-4.469206875
Clo1313_2336,-3.04282125
Clo1313_2338,-9.715625
Clo1313_2339,-2.568268125
Clo1313_2342,-4.04819375
Clo1313_2367,8.084025
Clo1313_2428,0.460557499999997
Clo1313_2429,-0.380939711914049
Clo1313_2433,-0.6005675
Clo1313_2434,-0.638702500000001
Clo1313_2435,-0.075144999999999
Clo1313_2436,0.421443750000002
Clo1313_2439,0.130677499999997
Clo1313_2440,0.787763749999996
Clo1313_2441,0.786485000000003
Clo1313_2444,0.491860000000003
Clo1313_2446,-0.154231875000001
Clo1313_2448,-0.456355
Clo1313_2450,0.121952499999999
Clo1313_2451,-5.7129075
Clo1313_2455,0.257327500000002
Clo1313_2456,0.262939687500001
Clo1313_2457,0.056402499999997
Clo1313_2459,-1.71235625
Clo1313_2460,-3.53271125
Clo1313_2462,0.093299999999999
Clo1313_2463,-0.14646875
Clo1313_2464,-4.953458
Clo1313_2467,0.07039975
Clo1313_2468,-0.908600624999998
Clo1313_2469,0.14139625
Clo1313_2470,-0.66215875
Clo1313_2471,4.8823775
Clo1313_2474,-4.6593975
Clo1313_2476,-7.2973595
Clo1313_2510,-0.95734
Clo1313_2512,-2.48148
Clo1313_2518,-4.72157125
Clo1313_2519,0
Clo1313_2525,3.76263775
Clo1313_2527,-6.70284
Clo1313_2529,-4.38411225
Clo1313_2530,-1.1163434375
Clo1313_2532,1.025937109375
Clo1313_2533,0.11274375
Clo1313_2534,-0.316312500000002
Clo1313_2535,0.4615075
Clo1313_2537,0.244952968749999
Clo1313_2538,-1.9683925
Clo1313_2540,-0.27407484375
Clo1313_2544,0.684899999999999
Clo1313_2545,0.928481249999997
Clo1313_2549,0.121605000000002
Clo1313_2550,0.758740000000001
Clo1313_2552,0.088419062500002
Clo1313_2553,0.97207875
Clo1313_2554,-0.795651875000004
Clo1313_2555,-1.340079375
Clo1313_2556,-1.1918825
Clo1313_2558,-0.640996210937498
Clo1313_2559,-0.557526250000002
Clo1313_2560,-0.871755
Clo1313_2561,-0.181542499999999
Clo1313_2562,4.27655
Clo1313_2581,-1.97196475
Clo1313_2584,-1.4636625
Clo1313_2586,-2.19124875
Clo1313_2592,0.2938075
Clo1313_2597,-1.167495
Clo1313_2601,-3.96754
Clo1313_2604,1.9689425
Clo1313_2606,0.958199999999998
Clo1313_2608,0.021068750000001
Clo1313_2609,0.303711249999999
Clo1313_2615,0.359286250000004
Clo1313_2617,-0.646681874999999
Clo1313_2618,-0.376292499999998
Clo1313_2619,-3.5296475
Clo1313_2626,-0.173973749999998
Clo1313_2627,-6.5707925
Clo1313_2633,0.085782499999997
Clo1313_2635,-0.367630625000004
Clo1313_2637,0.824655136718753
Clo1313_2638,0.772109374999999
Clo1313_2693,-0.266671250000002
Clo1313_2710,-1.4140205
Clo1313_2718,-3.5926425
Clo1313_2722,0
Clo1313_2723,1.20033125
Clo1313_2724,0.1533175
Clo1313_2726,8.14513
Clo1313_2727,3.30979
Clo1313_2728,-0.897871250000001
Clo1313_2731,-0.393461250000001
Clo1313_2734,0.442738750000004
Clo1313_2738,5.12922975
Clo1313_2740,6.04208
Clo1313_2743,2.757185
Clo1313_2744,0
Clo1313_2747,-0.533318749999999
Clo1313_2748,2.5960709375
Clo1313_2751,6.85879475
Clo1313_2753,-4.393805
Clo1313_2754,0.376104999999999
Clo1313_2758,0.074856250000003
Clo1313_2762,0.609612500000001
Clo1313_2767,1.3813725
Clo1313_2768,-3.899465
Clo1313_2775,0.004252500000002
Clo1313_2788,1.5250378125
Clo1313_2789,3.30726
Clo1313_2790,0
Clo1313_2800,2.190193
Clo1313_2801,0.115834999999997
Clo1313_2802,-5.597665
Clo1313_2807,-0.833601250000001
Clo1313_2808,-3.318755
Clo1313_2815,-1.553155
Clo1313_2816,2.06567875
Clo1313_2821,0.621970000000001
Clo1313_2825,-1.1957975
Clo1313_2827,0
Clo1313_2830,-4.5928728125
Clo1313_2831,0.834009999999999
Clo1313_2832,-0.344246249999998
Clo1313_2846,-2.8012975
Clo1313_2847,0.75529375
Clo1313_2849,0.148001562499999
Clo1313_2850,0.1127425
Clo1313_2851,1.08525
Clo1313_2852,-0.827757499999997
Clo1313_2854,0.196795
Clo1313_2856,7.08512
Clo1313_2876,-0.164925
Clo1313_2881,0.200955
Clo1313_2882,0.076641250000002
Clo1313_2883,0.156688750000004
Clo1313_2884,0.21714875
Clo1313_2885,3.56313
Clo1313_2888,0.266694999999999
Clo1313_2891,0
Clo1313_2893,-3.54192984375
Clo1313_2897,0.2123475
Clo1313_2902,-2.302525
Clo1313_2904,-3.1079175
Clo1313_2905,0.291802500000001
Clo1313_2906,0
Clo1313_2909,-4.8875375
Clo1313_2910,-4.80193
Clo1313_2912,-5.4778825
Clo1313_2924,-0.508894999999999
Clo1313_2925,1.6771125
Clo1313_2926,-1.4332125
Clo1313_2927,-8.92913375
Clo1313_2929,-4.560075
Clo1313_2930,-0.636140000000001
Clo1313_2931,-1.7543725
Clo1313_2933,0.113268749999996
Clo1313_2934,-1.724895
Clo1313_2935,-1.49936825
Clo1313_2936,-1.5480975
Clo1313_2937,-1.0418225
Clo1313_2938,-0.683947500000002
Clo1313_2939,-0.3187
Clo1313_2940,-0.305248437500001
Clo1313_2941,-0.223925000000001
Clo1313_2942,-0.380697499999997
Clo1313_2950,-0.528884999999995
Clo1313_2952,-0.518830000000001
Clo1313_2954,-0.39774375
Clo1313_2957,-5.2125371875
Clo1313_2958,-4.14695625
Clo1313_2959,0
Clo1313_2977,0
Clo1313_2984,-0.747862499999997
Clo1313_2985,-1.90493
Clo1313_2989,-0.036647500000001
Clo1313_2993,-0.03271
Clo1313_2994,1.9247475
Clo1313_2997,-3.7577075
Clo1313_3008,-3.2819625
Clo1313_3009,-0.960514999999999
Clo1313_3010,-2.97647
Clo1313_3011,-0.380067989501953
Clo1313_3017,-0.476217500000001
Clo1313_3018,-0.253707499999997
Clo1313_3019,-0.890000000000001
Clo1313_3020,-1.0655025
Clo1313_3024,-0.563623749999998
Clo1313_3027,-0.299466250000002
Clo1313_3028,-0.762275000000001
Clo1313_3029,-0.539470000000002
Clo1313_3030,0
